rep,method,k,n,h,value
17,LP0,2.1,500,0.13,45.00433335433857
17,LP1,2.1,500,0.13,161.9145709631374
17,SPARR,2.1,500,0.13,29.21668795276834
17,LP0,2.1,500,0.15000000000000002,1.932529542831023
17,LP1,2.1,500,0.15000000000000002,339.93940981137126
17,SPARR,2.1,500,0.15000000000000002,34.15381246466892
17,LP0,2.1,500,0.17,17.4043185694363
17,LP1,2.1,500,0.17,32.998122183110894
17,SPARR,2.1,500,0.17,39.399328441207636
17,LP0,2.1,500,0.19,14.359103989220793
17,LP1,2.1,500,0.19,40.60649653231125
17,SPARR,2.1,500,0.19,44.62229570065726
17,LP0,2.1,500,0.21000000000000002,21.97805282752851
17,LP1,2.1,500,0.21000000000000002,26.0930687233545
17,SPARR,2.1,500,0.21000000000000002,49.56398393269513
17,LP0,2.1,500,0.23,23.47121027527309
17,LP1,2.1,500,0.23,10.446803468508966
17,SPARR,2.1,500,0.23,54.028438098907614
17,LP0,2.1,500,0.25,21.92796897650333
17,LP1,2.1,500,0.25,12.720352316141517
17,SPARR,2.1,500,0.25,57.87628490577931
18,LP0,2.1,500,0.01,101.67864397880382
18,LP1,2.1,500,0.01,101.67864397880382
18,SPARR,2.1,500,0.01,29.71696316674186
18,LP0,2.1,500,0.03,101.67864397880382
18,LP1,2.1,500,0.03,101.67864397880382
18,SPARR,2.1,500,0.03,13.434970158322221
18,LP0,2.1,500,0.05,101.67864397880382
18,LP1,2.1,500,0.05,101.67864397880382
18,SPARR,2.1,500,0.05,10.497952809420694
18,LP0,2.1,500,0.06999999999999999,151.95389456339717
18,LP1,2.1,500,0.06999999999999999,3340.411547407777
18,SPARR,2.1,500,0.06999999999999999,12.22633062447686
18,LP0,2.1,500,0.09,0.10551092611023562
18,LP1,2.1,500,0.09,62.213519334407
18,SPARR,2.1,500,0.09,15.44326139705791
18,LP0,2.1,500,0.11,19.793656257873977
18,LP1,2.1,500,0.11,202.97978845605303
18,SPARR,2.1,500,0.11,19.17188907821256
18,LP0,2.1,500,0.13,45.00433335433857
18,LP1,2.1,500,0.13,111.01016553614659
18,SPARR,2.1,500,0.13,23.43462682916469
18,LP0,2.1,500,0.15000000000000002,1.932529542831023
18,LP1,2.1,500,0.15000000000000002,62.14825179310153
18,SPARR,2.1,500,0.15000000000000002,28.28319362238281
18,LP0,2.1,500,0.17,7.257176417011376
18,LP1,2.1,500,0.17,0.8129404377996674
18,SPARR,2.1,500,0.17,33.57299063523156
18,LP0,2.1,500,0.19,14.359103989220793
18,LP1,2.1,500,0.19,0.9695633938661969
18,SPARR,2.1,500,0.19,39.03953064652111
18,LP0,2.1,500,0.21000000000000002,15.345151881547915
18,LP1,2.1,500,0.21000000000000002,1.1309202044203608
18,SPARR,2.1,500,0.21000000000000002,44.386057158118
18,LP0,2.1,500,0.23,13.546193827521742
18,LP1,2.1,500,0.23,3.060168386378883
18,SPARR,2.1,500,0.23,49.34250427791968
18,LP0,2.1,500,0.25,21.92796897650333
18,LP1,2.1,500,0.25,0.03184880059417545
18,SPARR,2.1,500,0.25,53.70292027008551
19,LP0,2.1,500,0.01,101.67864397880382
19,LP1,2.1,500,0.01,101.67864397880382
19,SPARR,2.1,500,0.01,2.0476868685457243
19,LP0,2.1,500,0.03,101.67864397880382
19,LP1,2.1,500,0.03,101.67864397880382
19,SPARR,2.1,500,0.03,6.146150100402631
19,LP0,2.1,500,0.05,101.67864397880382
19,LP1,2.1,500,0.05,101.67864397880382
19,SPARR,2.1,500,0.05,6.123708600086716
19,LP0,2.1,500,0.06999999999999999,151.95389456339717
19,LP1,2.1,500,0.06999999999999999,12008.47210817036
19,SPARR,2.1,500,0.06999999999999999,10.346240451438712
19,LP0,2.1,500,0.09,0.10551092611023562
19,LP1,2.1,500,0.09,72.44272165496915
19,SPARR,2.1,500,0.09,16.76868678692294
19,LP0,2.1,500,0.11,19.793656257873977
19,LP1,2.1,500,0.11,51.688285414622854
19,SPARR,2.1,500,0.11,23.58166859410749
19,LP0,2.1,500,0.13,11.11202846675993
19,LP1,2.1,500,0.13,108.8244305820721
19,SPARR,2.1,500,0.13,30.4189709132974
19,LP0,2.1,500,0.15000000000000002,1.932529542831023
19,LP1,2.1,500,0.15000000000000002,73.69538590699628
19,SPARR,2.1,500,0.15000000000000002,37.156113838750976
19,LP0,2.1,500,0.17,7.257176417011376
19,LP1,2.1,500,0.17,0.09168582833587788
19,SPARR,2.1,500,0.17,43.61476084284631
19,LP0,2.1,500,0.19,7.509246807052326
19,LP1,2.1,500,0.19,0.060410071108430635
19,SPARR,2.1,500,0.19,49.61695974404841
19,LP0,2.1,500,0.21000000000000002,9.900475383046299
19,LP1,2.1,500,0.21000000000000002,2.198486151458166
19,SPARR,2.1,500,0.21000000000000002,55.00775273948136
19,LP0,2.1,500,0.23,18.169865084845398
19,LP1,2.1,500,0.23,2.132441155689192
19,SPARR,2.1,500,0.23,59.66274184766277
19,LP0,2.1,500,0.25,31.16847009904205
19,LP1,2.1,500,0.25,14.056881731418835
19,SPARR,2.1,500,0.25,63.50098212933861
20,LP0,2.1,500,0.01,101.67864397880382
20,LP1,2.1,500,0.01,101.67864397880382
20,SPARR,2.1,500,0.01,6.46771150882525
20,LP0,2.1,500,0.03,101.67864397880382
20,LP1,2.1,500,0.03,101.67864397880382
20,SPARR,2.1,500,0.03,16.40357953681077
20,LP0,2.1,500,0.05,101.67864397880382
20,LP1,2.1,500,0.05,101.67864397880382
20,SPARR,2.1,500,0.05,5.030184801159204
20,LP0,2.1,500,0.06999999999999999,151.95389456339717
20,LP1,2.1,500,0.06999999999999999,12780.938803421595
20,SPARR,2.1,500,0.06999999999999999,1.1370715836311232
20,LP0,2.1,500,0.09,0.10551092611023562
20,LP1,2.1,500,0.09,119.79670823535368
20,SPARR,2.1,500,0.09,0.0016862262942800624
20,LP0,2.1,500,0.11,46.51440724915469
20,LP1,2.1,500,0.11,1016.0902104773886
20,SPARR,2.1,500,0.11,1.1687106034360273
20,LP0,2.1,500,0.13,0.0017293160678957921
20,LP1,2.1,500,0.13,8.125553807631785
20,SPARR,2.1,500,0.13,4.984096755453657
20,LP0,2.1,500,0.15000000000000002,8.74124521313806
20,LP1,2.1,500,0.15000000000000002,61.86208413872775
20,SPARR,2.1,500,0.15000000000000002,10.916766382590259
20,LP0,2.1,500,0.17,0.06861915206187301
20,LP1,2.1,500,0.17,23.1187761576576
20,SPARR,2.1,500,0.17,18.00158572657166
20,LP0,2.1,500,0.19,0.1655029452818026
20,LP1,2.1,500,0.19,2.9578099989631577
20,SPARR,2.1,500,0.19,25.40564858814297
20,LP0,2.1,500,0.21000000000000002,0.004013863829540222
20,LP1,2.1,500,0.21000000000000002,12.31778027874818
20,SPARR,2.1,500,0.21000000000000002,32.56627814862825
20,LP0,2.1,500,0.23,0.5929465374639731
20,LP1,2.1,500,0.23,8.15742920311916
20,SPARR,2.1,500,0.23,39.12963650191128
20,LP0,2.1,500,0.25,0.03313163087792402
20,LP1,2.1,500,0.25,0.6740789190737067
20,SPARR,2.1,500,0.25,44.881121740591766
21,LP0,2.1,500,0.01,101.67864397880382
21,LP1,2.1,500,0.01,101.67864397880382
21,SPARR,2.1,500,0.01,99.32559005043574
21,LP0,2.1,500,0.03,101.67864397880382
21,LP1,2.1,500,0.03,101.67864397880382
21,SPARR,2.1,500,0.03,34.99172246838193
21,LP0,2.1,500,0.05,101.67864397880382
21,LP1,2.1,500,0.05,101.67864397880382
21,SPARR,2.1,500,0.05,38.42993493476298
21,LP0,2.1,500,0.06999999999999999,101.67864397880382
21,LP1,2.1,500,0.06999999999999999,101.67864397880382
21,SPARR,2.1,500,0.06999999999999999,44.44286849766937
21,LP0,2.1,500,0.09,101.67864397880382
21,LP1,2.1,500,0.09,101.67864397880382
21,SPARR,2.1,500,0.09,46.84725159089461
21,LP0,2.1,500,0.11,19.793656257873977
21,LP1,2.1,500,0.11,627.4708674754314
21,SPARR,2.1,500,0.11,48.611500998383086
21,LP0,2.1,500,0.13,11.11202846675993
21,LP1,2.1,500,0.13,601.7472070358587
21,SPARR,2.1,500,0.13,50.77781998735269
21,LP0,2.1,500,0.15000000000000002,32.911662464719605
21,LP1,2.1,500,0.15000000000000002,77.89822907571232
21,SPARR,2.1,500,0.15000000000000002,53.44859013249969
21,LP0,2.1,500,0.17,50.8043299141865
21,LP1,2.1,500,0.17,16.91682367868495
21,SPARR,2.1,500,0.17,56.46179197329929
21,LP0,2.1,500,0.19,48.114503220461124
21,LP1,2.1,500,0.19,30.571757161547694
21,SPARR,2.1,500,0.19,59.60032840000383
21,LP0,2.1,500,0.21000000000000002,60.391901086240566
21,LP1,2.1,500,0.21000000000000002,13.791913592663848
21,SPARR,2.1,500,0.21000000000000002,62.64895301344365
21,LP0,2.1,500,0.23,60.14304522397204
21,LP1,2.1,500,0.23,20.471534875450963
21,SPARR,2.1,500,0.23,65.4172239734271
21,LP0,2.1,500,0.25,42.029482439385305
21,LP1,2.1,500,0.25,49.675164432330135
21,SPARR,2.1,500,0.25,67.75849529945673
22,LP0,2.1,500,0.01,101.67864397880382
22,LP1,2.1,500,0.01,101.67864397880382
22,SPARR,2.1,500,0.01,99.31525770077239
22,LP0,2.1,500,0.03,101.67864397880382
22,LP1,2.1,500,0.03,101.67864397880382
22,SPARR,2.1,500,0.03,35.364641323688886
22,LP0,2.1,500,0.05,101.67864397880382
22,LP1,2.1,500,0.05,101.67864397880382
22,SPARR,2.1,500,0.05,16.608049512023783
22,LP0,2.1,500,0.06999999999999999,101.67864397880382
22,LP1,2.1,500,0.06999999999999999,101.67864397880382
22,SPARR,2.1,500,0.06999999999999999,17.995514949593222
22,LP0,2.1,500,0.09,101.67864397880382
22,LP1,2.1,500,0.09,101.67864397880382
22,SPARR,2.1,500,0.09,24.56419094937107
22,LP0,2.1,500,0.11,19.793656257873977
22,LP1,2.1,500,0.11,534.1192915370443
22,SPARR,2.1,500,0.11,31.339761634444496
22,LP0,2.1,500,0.13,45.00433335433857
22,LP1,2.1,500,0.13,88.67260062409248
22,SPARR,2.1,500,0.13,37.73085490034942
22,LP0,2.1,500,0.15000000000000002,32.911662464719605
22,LP1,2.1,500,0.15000000000000002,65.5719768207015
22,SPARR,2.1,500,0.15000000000000002,43.778302358143584
22,LP0,2.1,500,0.17,0.06861915206187301
22,LP1,2.1,500,0.17,332.8698159288809
22,SPARR,2.1,500,0.17,49.43796791175548
22,LP0,2.1,500,0.19,7.509246807052326
22,LP1,2.1,500,0.19,23.864577357963093
22,SPARR,2.1,500,0.19,54.615115250327605
22,LP0,2.1,500,0.21000000000000002,21.97805282752851
22,LP1,2.1,500,0.21000000000000002,0.9537442229937393
22,SPARR,2.1,500,0.21000000000000002,59.20864591052003
22,LP0,2.1,500,0.23,36.10692245544056
22,LP1,2.1,500,0.23,5.940759241934674
22,SPARR,2.1,500,0.23,63.12826438495777
22,LP0,2.1,500,0.25,31.16847009904205
22,LP1,2.1,500,0.25,5.078036863956859
22,SPARR,2.1,500,0.25,66.31106777873184
23,LP0,2.1,500,0.01,101.67864397880382
23,LP1,2.1,500,0.01,101.67864397880382
23,SPARR,2.1,500,0.01,101.67470656577218
23,LP0,2.1,500,0.03,101.67864397880382
23,LP1,2.1,500,0.03,101.67864397880382
23,SPARR,2.1,500,0.03,53.49053853398174
23,LP0,2.1,500,0.05,101.67864397880382
23,LP1,2.1,500,0.05,101.67864397880382
23,SPARR,2.1,500,0.05,34.92823230475293
23,LP0,2.1,500,0.06999999999999999,101.67864397880382
23,LP1,2.1,500,0.06999999999999999,101.67864397880382
23,SPARR,2.1,500,0.06999999999999999,41.029846691925755
23,LP0,2.1,500,0.09,101.67864397880382
23,LP1,2.1,500,0.09,101.67864397880382
23,SPARR,2.1,500,0.09,46.74964115089925
23,LP0,2.1,500,0.11,101.67864397880382
23,LP1,2.1,500,0.11,101.67864397880382
23,SPARR,2.1,500,0.11,50.77910651795062
23,LP0,2.1,500,0.13,45.00433335433857
23,LP1,2.1,500,0.13,133.57052228142797
23,SPARR,2.1,500,0.13,53.8149067914777
23,LP0,2.1,500,0.15000000000000002,12.698614929750862
23,LP1,2.1,500,0.15000000000000002,152.00105751962613
23,SPARR,2.1,500,0.15000000000000002,56.42331238231708
23,LP0,2.1,500,0.17,31.920036401828003
23,LP1,2.1,500,0.17,16.56953312797518
23,SPARR,2.1,500,0.17,58.96131994811261
23,LP0,2.1,500,0.19,48.114503220461124
23,LP1,2.1,500,0.19,2.822405162922659
23,SPARR,2.1,500,0.19,61.53957113402528
23,LP0,2.1,500,0.21000000000000002,49.0061023503441
23,LP1,2.1,500,0.21000000000000002,11.802111710172866
23,SPARR,2.1,500,0.21000000000000002,64.0996173139047
23,LP0,2.1,500,0.23,60.14304522397204
23,LP1,2.1,500,0.23,6.785352616999007
23,SPARR,2.1,500,0.23,66.50590847040446
23,LP0,2.1,500,0.25,61.359459483283736
23,LP1,2.1,500,0.25,15.561378466153034
23,SPARR,2.1,500,0.25,68.61305339277602
24,LP0,2.1,500,0.01,101.67864397880382
24,LP1,2.1,500,0.01,101.67864397880382
24,SPARR,2.1,500,0.01,1591.0160222219306
24,LP0,2.1,500,0.03,101.67864397880382
24,LP1,2.1,500,0.03,101.67864397880382
24,SPARR,2.1,500,0.03,163.90492058833112
24,LP0,2.1,500,0.05,101.67864397880382
24,LP1,2.1,500,0.05,101.67864397880382
24,SPARR,2.1,500,0.05,23.10945733707296
24,LP0,2.1,500,0.06999999999999999,151.95389456339717
24,LP1,2.1,500,0.06999999999999999,4121.672446498242
24,SPARR,2.1,500,0.06999999999999999,1.2680590108302905
24,LP0,2.1,500,0.09,995.4054340884531
24,LP1,2.1,500,0.09,520.666008493147
24,SPARR,2.1,500,0.09,1.1849497166119753
24,LP0,2.1,500,0.11,155.1201459613653
24,LP1,2.1,500,0.11,1954.6680426453117
24,SPARR,2.1,500,0.11,6.922967605392218
24,LP0,2.1,500,0.13,46.127148225343646
24,LP1,2.1,500,0.13,2075.1035264463326
24,SPARR,2.1,500,0.13,14.538856331201016
24,LP0,2.1,500,0.15000000000000002,26.316046270364932
24,LP1,2.1,500,0.15000000000000002,1002.0677617088289
24,SPARR,2.1,500,0.15000000000000002,22.687203776698688
24,LP0,2.1,500,0.17,3.0272040395372946
24,LP1,2.1,500,0.17,947.5960619390668
24,SPARR,2.1,500,0.17,30.70591739386761
24,LP0,2.1,500,0.19,0.1655029452818026
24,LP1,2.1,500,0.19,674.3746302371633
24,SPARR,2.1,500,0.19,38.205924009918185
24,LP0,2.1,500,0.21000000000000002,5.644023332023658
24,LP1,2.1,500,0.21000000000000002,621.3646599690697
24,SPARR,2.1,500,0.21000000000000002,44.9481065992824
24,LP0,2.1,500,0.23,3.741223654174981
24,LP1,2.1,500,0.23,243.26447422181678
24,SPARR,2.1,500,0.23,50.78847513388551
24,LP0,2.1,500,0.25,5.916452748051425
24,LP1,2.1,500,0.25,158.29196121775072
24,SPARR,2.1,500,0.25,55.65506636345905
25,LP0,2.1,500,0.01,101.67864397880382
25,LP1,2.1,500,0.01,101.67864397880382
25,SPARR,2.1,500,0.01,5.835920825645299
25,LP0,2.1,500,0.03,101.67864397880382
25,LP1,2.1,500,0.03,101.67864397880382
25,SPARR,2.1,500,0.03,0.021971737488298407
25,LP0,2.1,500,0.05,101.67864397880382
25,LP1,2.1,500,0.05,101.67864397880382
25,SPARR,2.1,500,0.05,2.6350743152073846
25,LP0,2.1,500,0.06999999999999999,101.67864397880382
25,LP1,2.1,500,0.06999999999999999,101.67864397880382
25,SPARR,2.1,500,0.06999999999999999,4.080980518471499
25,LP0,2.1,500,0.09,0.10551092611023562
25,LP1,2.1,500,0.09,77.59495885540115
25,SPARR,2.1,500,0.09,7.652523508221215
25,LP0,2.1,500,0.11,1.405577347990941
25,LP1,2.1,500,0.11,166.26913954688214
25,SPARR,2.1,500,0.11,13.192830105827836
25,LP0,2.1,500,0.13,11.11202846675993
25,LP1,2.1,500,0.13,14.243026921374367
25,SPARR,2.1,500,0.13,19.715902711235145
25,LP0,2.1,500,0.15000000000000002,12.698614929750862
25,LP1,2.1,500,0.15000000000000002,0.680477050388949
25,SPARR,2.1,500,0.15000000000000002,26.538101884288242
25,LP0,2.1,500,0.17,1.4786099445532312
25,LP1,2.1,500,0.17,7.292858884338815
25,SPARR,2.1,500,0.17,33.282910369670745
25,LP0,2.1,500,0.19,2.8603609056729997
25,LP1,2.1,500,0.19,0.49539003745336824
25,SPARR,2.1,500,0.19,39.71011654739348
25,LP0,2.1,500,0.21000000000000002,9.900475383046299
25,LP1,2.1,500,0.21000000000000002,31.880596543114155
25,SPARR,2.1,500,0.21000000000000002,45.639197278757926
25,LP0,2.1,500,0.23,3.741223654174981
25,LP1,2.1,500,0.23,3.2626931114185425
25,SPARR,2.1,500,0.23,50.92875402811388
25,LP0,2.1,500,0.25,11.105675826078777
25,LP1,2.1,500,0.25,3.3045769490984847
25,SPARR,2.1,500,0.25,55.47572858172641
26,LP0,2.1,500,0.01,101.67864397880382
26,LP1,2.1,500,0.01,101.67864397880382
26,SPARR,2.1,500,0.01,11.975388207224306
26,LP0,2.1,500,0.03,101.67864397880382
26,LP1,2.1,500,0.03,101.67864397880382
26,SPARR,2.1,500,0.03,16.18359963990205
26,LP0,2.1,500,0.05,101.67864397880382
26,LP1,2.1,500,0.05,101.67864397880382
26,SPARR,2.1,500,0.05,0.023832983942764882
26,LP0,2.1,500,0.06999999999999999,151.95389456339717
26,LP1,2.1,500,0.06999999999999999,191.31690685718118
26,SPARR,2.1,500,0.06999999999999999,8.10324760259162
26,LP0,2.1,500,0.09,0.10551092611023562
26,LP1,2.1,500,0.09,495.3617924142054
26,SPARR,2.1,500,0.09,19.45333915509926
26,LP0,2.1,500,0.11,46.51440724915469
26,LP1,2.1,500,0.11,18.248108067816197
26,SPARR,2.1,500,0.11,29.161580219781378
26,LP0,2.1,500,0.13,11.673435902262469
26,LP1,2.1,500,0.13,43.94781030202634
26,SPARR,2.1,500,0.13,37.10385238329343
26,LP0,2.1,500,0.15000000000000002,0.6134063039600944
26,LP1,2.1,500,0.15000000000000002,78.02972065255837
26,SPARR,2.1,500,0.15000000000000002,43.635501488786154
26,LP0,2.1,500,0.17,7.257176417011376
26,LP1,2.1,500,0.17,218.5889903239164
26,SPARR,2.1,500,0.17,49.09788944432706
26,LP0,2.1,500,0.19,14.359103989220793
26,LP1,2.1,500,0.19,90.17049043496291
26,SPARR,2.1,500,0.19,53.75441897517085
26,LP0,2.1,500,0.21000000000000002,15.345151881547915
26,LP1,2.1,500,0.21000000000000002,14.409351615586337
26,SPARR,2.1,500,0.21000000000000002,57.75551807302372
26,LP0,2.1,500,0.23,29.450229398804805
26,LP1,2.1,500,0.23,33.27177503343968
26,SPARR,2.1,500,0.23,61.157125622528554
26,LP0,2.1,500,0.25,36.39641236698811
26,LP1,2.1,500,0.25,24.428337211058
26,SPARR,2.1,500,0.25,63.96423056862132
27,LP0,2.1,500,0.01,101.67864397880382
27,LP1,2.1,500,0.01,101.67864397880382
27,SPARR,2.1,500,0.01,82.60001967844828
27,LP0,2.1,500,0.03,101.67864397880382
27,LP1,2.1,500,0.03,101.67864397880382
27,SPARR,2.1,500,0.03,3.614260544226238
27,LP0,2.1,500,0.05,101.67864397880382
27,LP1,2.1,500,0.05,101.67864397880382
27,SPARR,2.1,500,0.05,0.02488018249766938
27,LP0,2.1,500,0.06999999999999999,101.67864397880382
27,LP1,2.1,500,0.06999999999999999,101.67864397880382
27,SPARR,2.1,500,0.06999999999999999,0.4462562493145003
27,LP0,2.1,500,0.09,101.67864397880382
27,LP1,2.1,500,0.09,101.67864397880382
27,SPARR,2.1,500,0.09,2.9800339536646976
27,LP0,2.1,500,0.11,19.793656257873977
27,LP1,2.1,500,0.11,257.6762253669622
27,SPARR,2.1,500,0.11,8.214958043704803
27,LP0,2.1,500,0.13,0.0017293160678957921
27,LP1,2.1,500,0.13,938.2005860373885
27,SPARR,2.1,500,0.13,15.236686822552233
27,LP0,2.1,500,0.15000000000000002,8.74124521313806
27,LP1,2.1,500,0.15000000000000002,849.2106404787176
27,SPARR,2.1,500,0.15000000000000002,22.8746169416059
27,LP0,2.1,500,0.17,3.0272040395372946
27,LP1,2.1,500,0.17,227.17120214902315
27,SPARR,2.1,500,0.17,30.367564272752276
27,LP0,2.1,500,0.19,2.8603609056729997
27,LP1,2.1,500,0.19,3.367465863281537e-4
27,SPARR,2.1,500,0.19,37.339964923956906
27,LP0,2.1,500,0.21000000000000002,0.6957925724152741
27,LP1,2.1,500,0.21000000000000002,1.9389268859456743
27,SPARR,2.1,500,0.21000000000000002,43.61751910398725
27,LP0,2.1,500,0.23,1.8282481292674648
27,LP1,2.1,500,0.23,12.02169442476636
27,SPARR,2.1,500,0.23,49.10761547054794
27,LP0,2.1,500,0.25,5.916452748051425
27,LP1,2.1,500,0.25,29.850334733318096
27,SPARR,2.1,500,0.25,53.75627142186321
28,LP0,2.1,500,0.01,101.67864397880382
28,LP1,2.1,500,0.01,101.67864397880382
28,SPARR,2.1,500,0.01,101.67864293731026
28,LP0,2.1,500,0.03,101.67864397880382
28,LP1,2.1,500,0.03,101.67864397880382
28,SPARR,2.1,500,0.03,78.5002438241895
28,LP0,2.1,500,0.05,101.67864397880382
28,LP1,2.1,500,0.05,101.67864397880382
28,SPARR,2.1,500,0.05,33.51977477188164
28,LP0,2.1,500,0.06999999999999999,101.67864397880382
28,LP1,2.1,500,0.06999999999999999,101.67864397880382
28,SPARR,2.1,500,0.06999999999999999,25.141299089361382
28,LP0,2.1,500,0.09,101.67864397880382
28,LP1,2.1,500,0.09,101.67864397880382
28,SPARR,2.1,500,0.09,28.416253533459948
28,LP0,2.1,500,0.11,101.67864397880382
28,LP1,2.1,500,0.11,101.67864397880382
28,SPARR,2.1,500,0.11,34.41136586845685
28,LP0,2.1,500,0.13,101.67864397880382
28,LP1,2.1,500,0.13,101.67864397880382
28,SPARR,2.1,500,0.13,40.79929329505126
28,LP0,2.1,500,0.15000000000000002,32.911662464719605
28,LP1,2.1,500,0.15000000000000002,696.0807223422294
28,SPARR,2.1,500,0.15000000000000002,46.85816311123545
28,LP0,2.1,500,0.17,17.4043185694363
28,LP1,2.1,500,0.17,391.5471193423161
28,SPARR,2.1,500,0.17,52.36968018565343
28,LP0,2.1,500,0.19,7.509246807052326
28,LP1,2.1,500,0.19,239.77415268853574
28,SPARR,2.1,500,0.19,57.27810625088034
28,LP0,2.1,500,0.21000000000000002,21.97805282752851
28,LP1,2.1,500,0.21000000000000002,41.35384136455401
28,SPARR,2.1,500,0.21000000000000002,61.55589274180783
28,LP0,2.1,500,0.23,29.450229398804805
28,LP1,2.1,500,0.23,19.744036570316826
28,SPARR,2.1,500,0.23,65.16628043948138
28,LP0,2.1,500,0.25,31.16847009904205
28,LP1,2.1,500,0.25,22.392920304455114
28,SPARR,2.1,500,0.25,68.0736794587114
29,LP0,2.1,500,0.01,101.67864397880382
29,LP1,2.1,500,0.01,101.67864397880382
29,SPARR,2.1,500,0.01,82.48968186035496
29,LP0,2.1,500,0.03,101.67864397880382
29,LP1,2.1,500,0.03,101.67864397880382
29,SPARR,2.1,500,0.03,24.4790889542722
29,LP0,2.1,500,0.05,101.67864397880382
29,LP1,2.1,500,0.05,101.67864397880382
29,SPARR,2.1,500,0.05,27.40887400759075
29,LP0,2.1,500,0.06999999999999999,101.67864397880382
29,LP1,2.1,500,0.06999999999999999,101.67864397880382
29,SPARR,2.1,500,0.06999999999999999,31.648601940351707
29,LP0,2.1,500,0.09,101.67864397880382
29,LP1,2.1,500,0.09,101.67864397880382
29,SPARR,2.1,500,0.09,34.85048744441799
29,LP0,2.1,500,0.11,19.793656257873977
29,LP1,2.1,500,0.11,125.64473237539784
29,SPARR,2.1,500,0.11,37.87224878045373
29,LP0,2.1,500,0.13,45.00433335433857
29,LP1,2.1,500,0.13,12.965081704556951
29,SPARR,2.1,500,0.13,41.17596434521487
29,LP0,2.1,500,0.15000000000000002,32.911662464719605
29,LP1,2.1,500,0.15000000000000002,0.9321561264827163
29,SPARR,2.1,500,0.15000000000000002,44.80577910850775
29,LP0,2.1,500,0.17,31.920036401828003
29,LP1,2.1,500,0.17,31.39594359939871
29,SPARR,2.1,500,0.17,48.63780254273196
29,LP0,2.1,500,0.19,34.661732195925204
29,LP1,2.1,500,0.19,11.795424163043513
29,SPARR,2.1,500,0.19,52.49057267243794
29,LP0,2.1,500,0.21000000000000002,38.80852806192661
29,LP1,2.1,500,0.21000000000000002,17.767234951705717
29,SPARR,2.1,500,0.21000000000000002,56.17486262888928
29,LP0,2.1,500,0.23,36.10692245544056
29,LP1,2.1,500,0.23,19.851001393475975
29,SPARR,2.1,500,0.23,59.51586609253987
29,LP0,2.1,500,0.25,42.029482439385305
29,LP1,2.1,500,0.25,11.580118283605739
29,SPARR,2.1,500,0.25,62.37253277161332
30,LP0,2.1,500,0.01,101.67864397880382
30,LP1,2.1,500,0.01,101.67864397880382
30,SPARR,2.1,500,0.01,36.22670962189491
30,LP0,2.1,500,0.03,101.67864397880382
30,LP1,2.1,500,0.03,101.67864397880382
30,SPARR,2.1,500,0.03,14.207855234358059
30,LP0,2.1,500,0.05,101.67864397880382
30,LP1,2.1,500,0.05,101.67864397880382
30,SPARR,2.1,500,0.05,4.316307418240387
30,LP0,2.1,500,0.06999999999999999,101.67864397880382
30,LP1,2.1,500,0.06999999999999999,101.67864397880382
30,SPARR,2.1,500,0.06999999999999999,0.059102517926242784
30,LP0,2.1,500,0.09,0.10551092611023562
30,LP1,2.1,500,0.09,373.11024833116835
30,SPARR,2.1,500,0.09,4.063301275155857
30,LP0,2.1,500,0.11,1.405577347990941
30,LP1,2.1,500,0.11,120.0856182169418
30,SPARR,2.1,500,0.11,10.790813980280738
30,LP0,2.1,500,0.13,0.0017293160678957921
30,LP1,2.1,500,0.13,42.550722572401106
30,SPARR,2.1,500,0.13,18.201443865331548
30,LP0,2.1,500,0.15000000000000002,8.74124521313806
30,LP1,2.1,500,0.15000000000000002,3.5290481649578247
30,SPARR,2.1,500,0.15000000000000002,25.730566511627845
30,LP0,2.1,500,0.17,3.0272040395372946
30,LP1,2.1,500,0.17,36.05060260709224
30,SPARR,2.1,500,0.17,33.112009692225655
30,LP0,2.1,500,0.19,0.1655029452818026
30,LP1,2.1,500,0.19,42.154626381806565
30,SPARR,2.1,500,0.19,40.120363335908536
30,LP0,2.1,500,0.21000000000000002,5.644023332023658
30,LP1,2.1,500,0.21000000000000002,146.52063434780302
30,SPARR,2.1,500,0.21000000000000002,46.54563119274599
30,LP0,2.1,500,0.23,13.546193827521742
30,LP1,2.1,500,0.23,123.5608214729636
30,SPARR,2.1,500,0.23,52.21194050281523
30,LP0,2.1,500,0.25,17.91541012191067
30,LP1,2.1,500,0.25,80.09603012393437
30,SPARR,2.1,500,0.25,56.99869388683549
31,LP0,2.1,500,0.01,101.67864397880382
31,LP1,2.1,500,0.01,101.67864397880382
31,SPARR,2.1,500,0.01,101.52026011923559
31,LP0,2.1,500,0.03,101.67864397880382
31,LP1,2.1,500,0.03,101.67864397880382
31,SPARR,2.1,500,0.03,31.927573835814293
31,LP0,2.1,500,0.05,101.67864397880382
31,LP1,2.1,500,0.05,101.67864397880382
31,SPARR,2.1,500,0.05,15.371491170667804
31,LP0,2.1,500,0.06999999999999999,101.67864397880382
31,LP1,2.1,500,0.06999999999999999,101.67864397880382
31,SPARR,2.1,500,0.06999999999999999,15.067188317496107
31,LP0,2.1,500,0.09,101.67864397880382
31,LP1,2.1,500,0.09,101.67864397880382
31,SPARR,2.1,500,0.09,18.112910715250894
31,LP0,2.1,500,0.11,101.67864397880382
31,LP1,2.1,500,0.11,101.67864397880382
31,SPARR,2.1,500,0.11,22.101561292827107
