rep,method,k,n,h,value
41,LP1,2.1,200,0.05,101.67864397880382
41,SPARR,2.1,200,0.05,11.66682189786374
41,LP0,2.1,200,0.06999999999999999,101.67864397880382
41,LP1,2.1,200,0.06999999999999999,101.67864397880382
41,SPARR,2.1,200,0.06999999999999999,30.584881683876667
41,LP0,2.1,200,0.09,101.67864397880382
41,LP1,2.1,200,0.09,101.67864397880382
41,SPARR,2.1,200,0.09,42.40752001002886
41,LP0,2.1,200,0.11,16.022878697191967
41,LP1,2.1,200,0.11,194.35399265733702
41,SPARR,2.1,200,0.11,48.61570826516124
41,LP0,2.1,200,0.13,2.7091281743030873
41,LP1,2.1,200,0.13,46.65814998507546
41,SPARR,2.1,200,0.13,52.29554398467118
41,LP0,2.1,200,0.15000000000000002,21.62426842872912
41,LP1,2.1,200,0.15000000000000002,109.98166426774361
41,SPARR,2.1,200,0.15000000000000002,55.302747857200764
41,LP0,2.1,200,0.17,40.816111198011406
41,LP1,2.1,200,0.17,80.00050806532126
41,SPARR,2.1,200,0.17,58.266499537208425
41,LP0,2.1,200,0.19,55.66625296302504
41,LP1,2.1,200,0.19,38.13376691548454
41,SPARR,2.1,200,0.19,61.2608909327017
41,LP0,2.1,200,0.21000000000000002,38.80852806192659
41,LP1,2.1,200,0.21000000000000002,8.528438991748118
41,SPARR,2.1,200,0.21000000000000002,64.17239645311855
41,LP0,2.1,200,0.23,51.45333036802418
41,LP1,2.1,200,0.23,1.2443232553946557
41,SPARR,2.1,200,0.23,66.84201149473624
41,LP0,2.1,200,0.25,61.35945948328372
41,LP1,2.1,200,0.25,0.49539121768079847
41,SPARR,2.1,200,0.25,69.12359478062174
42,LP0,2.1,200,0.01,101.67864397880382
42,LP1,2.1,200,0.01,101.67864397880382
42,SPARR,2.1,200,0.01,101.67864397880382
42,LP0,2.1,200,0.03,101.67864397880382
42,LP1,2.1,200,0.03,101.67864397880382
42,SPARR,2.1,200,0.03,101.32612945396446
42,LP0,2.1,200,0.05,101.67864397880382
42,LP1,2.1,200,0.05,101.67864397880382
42,SPARR,2.1,200,0.05,89.52885976237559
42,LP0,2.1,200,0.06999999999999999,101.67864397880382
42,LP1,2.1,200,0.06999999999999999,101.67864397880382
42,SPARR,2.1,200,0.06999999999999999,75.7787240757013
42,LP0,2.1,200,0.09,101.67864397880382
42,LP1,2.1,200,0.09,101.67864397880382
42,SPARR,2.1,200,0.09,68.67354959004422
42,LP0,2.1,200,0.11,101.67864397880382
42,LP1,2.1,200,0.11,101.67864397880382
42,SPARR,2.1,200,0.11,65.75402322556076
42,LP0,2.1,200,0.13,101.67864397880382
42,LP1,2.1,200,0.13,101.67864397880382
42,SPARR,2.1,200,0.13,65.13282597397273
42,LP0,2.1,200,0.15000000000000002,101.67864397880382
42,LP1,2.1,200,0.15000000000000002,101.67864397880382
42,SPARR,2.1,200,0.15000000000000002,65.98082232360089
42,LP0,2.1,200,0.17,101.67864397880382
42,LP1,2.1,200,0.17,101.67864397880382
42,SPARR,2.1,200,0.17,67.76219176352448
42,LP0,2.1,200,0.19,55.66625296302504
42,LP1,2.1,200,0.19,468.40452007133695
42,SPARR,2.1,200,0.19,70.00896210912514
42,LP0,2.1,200,0.21000000000000002,66.53038462199343
42,LP1,2.1,200,0.21000000000000002,225.3327595301298
42,SPARR,2.1,200,0.21000000000000002,72.32994378427027
42,LP0,2.1,200,0.23,74.44825613246391
42,LP1,2.1,200,0.23,127.4319371720343
42,SPARR,2.1,200,0.23,74.42978935540029
42,LP0,2.1,200,0.25,61.35945948328372
42,LP1,2.1,200,0.25,214.8144655757167
42,SPARR,2.1,200,0.25,76.11291245029409
43,LP0,2.1,200,0.01,101.67864397880382
43,LP1,2.1,200,0.01,101.67864397880382
43,SPARR,2.1,200,0.01,101.67864206797971
43,LP0,2.1,200,0.03,101.67864397880382
43,LP1,2.1,200,0.03,101.67864397880382
43,SPARR,2.1,200,0.03,73.43869531182757
43,LP0,2.1,200,0.05,101.67864397880382
43,LP1,2.1,200,0.05,101.67864397880382
43,SPARR,2.1,200,0.05,36.32051358192084
43,LP0,2.1,200,0.06999999999999999,101.67864397880382
43,LP1,2.1,200,0.06999999999999999,101.67864397880382
43,SPARR,2.1,200,0.06999999999999999,26.00367903250985
43,LP0,2.1,200,0.09,101.67864397880382
43,LP1,2.1,200,0.09,101.67864397880382
43,SPARR,2.1,200,0.09,29.457007233513707
43,LP0,2.1,200,0.11,101.67864397880382
43,LP1,2.1,200,0.11,101.67864397880382
43,SPARR,2.1,200,0.11,37.3580500859864
43,LP0,2.1,200,0.13,101.67864397880382
43,LP1,2.1,200,0.13,101.67864397880382
43,SPARR,2.1,200,0.13,45.70304382115981
43,LP0,2.1,200,0.15000000000000002,21.62426842872912
43,LP1,2.1,200,0.15000000000000002,350.6182320815423
43,SPARR,2.1,200,0.15000000000000002,53.18898989361737
43,LP0,2.1,200,0.17,40.816111198011406
43,LP1,2.1,200,0.17,89.20673807381044
43,SPARR,2.1,200,0.17,59.616999404815715
43,LP0,2.1,200,0.19,55.66625296302504
43,LP1,2.1,200,0.19,30.629152519122467
43,SPARR,2.1,200,0.19,65.06308898479143
43,LP0,2.1,200,0.21000000000000002,5.644023332023649
43,LP1,2.1,200,0.21000000000000002,418.320834297855
43,SPARR,2.1,200,0.21000000000000002,69.5984981569701
43,LP0,2.1,200,0.23,18.169865084845398
43,LP1,2.1,200,0.23,87.28805984081771
43,SPARR,2.1,200,0.23,73.24515142450657
43,LP0,2.1,200,0.25,31.168470099042043
43,LP1,2.1,200,0.25,17.55008954980365
43,SPARR,2.1,200,0.25,76.00570823294947
44,LP0,2.1,200,0.01,101.67864397880382
44,LP1,2.1,200,0.01,101.67864397880382
44,SPARR,2.1,200,0.01,95.75634887008026
44,LP0,2.1,200,0.03,101.67864397880382
44,LP1,2.1,200,0.03,101.67864397880382
44,SPARR,2.1,200,0.03,7.27702330090496
44,LP0,2.1,200,0.05,21116.314205514274
44,LP1,2.1,200,0.05,297870.7471918429
44,SPARR,2.1,200,0.05,13.922563548942257
44,LP0,2.1,200,0.06999999999999999,2110.738064304645
44,LP1,2.1,200,0.06999999999999999,13113.937569559528
44,SPARR,2.1,200,0.06999999999999999,3.0758277167639725
44,LP0,2.1,200,0.09,254.0018495722022
44,LP1,2.1,200,0.09,16268.797450358472
44,SPARR,2.1,200,0.09,0.032240104189612734
44,LP0,2.1,200,0.11,16.022878697191967
44,LP1,2.1,200,0.11,8132.204108823222
44,SPARR,2.1,200,0.11,3.1816439951190314
44,LP0,2.1,200,0.13,46.127148225343646
44,LP1,2.1,200,0.13,1755.3716482473026
44,SPARR,2.1,200,0.13,9.403675852075473
44,LP0,2.1,200,0.15000000000000002,0.6134063039600944
44,LP1,2.1,200,0.15000000000000002,1629.8933827665628
44,SPARR,2.1,200,0.15000000000000002,16.671633239993678
44,LP0,2.1,200,0.17,22.050100854388482
44,LP1,2.1,200,0.17,403.9636632931412
44,SPARR,2.1,200,0.17,24.02182910293327
44,LP0,2.1,200,0.19,0.1655029452818026
44,LP1,2.1,200,0.19,673.4382830770293
44,SPARR,2.1,200,0.19,31.06103507336088
44,LP0,2.1,200,0.21000000000000002,0.20137516218753584
44,LP1,2.1,200,0.21000000000000002,632.505652586368
44,SPARR,2.1,200,0.21000000000000002,37.593161735186264
44,LP0,2.1,200,0.23,1.8282481292674504
44,LP1,2.1,200,0.23,249.17225637753887
44,SPARR,2.1,200,0.23,43.473760578118494
44,LP0,2.1,200,0.25,1.1710766643939114
44,LP1,2.1,200,0.25,135.9385845961747
44,SPARR,2.1,200,0.25,48.58862994230729
45,LP0,2.1,200,0.01,101.67864397880382
45,LP1,2.1,200,0.01,101.67864397880382
45,SPARR,2.1,200,0.01,101.67864397880382
45,LP0,2.1,200,0.03,101.67864397880382
45,LP1,2.1,200,0.03,101.67864397880382
45,SPARR,2.1,200,0.03,98.78632116089476
45,LP0,2.1,200,0.05,101.67864397880382
45,LP1,2.1,200,0.05,101.67864397880382
45,SPARR,2.1,200,0.05,57.726101554631676
45,LP0,2.1,200,0.06999999999999999,101.67864397880382
45,LP1,2.1,200,0.06999999999999999,101.67864397880382
45,SPARR,2.1,200,0.06999999999999999,35.171034053836095
45,LP0,2.1,200,0.09,101.67864397880382
45,LP1,2.1,200,0.09,101.67864397880382
45,SPARR,2.1,200,0.09,30.849578198301074
45,LP0,2.1,200,0.11,101.67864397880382
45,LP1,2.1,200,0.11,101.67864397880382
45,SPARR,2.1,200,0.11,31.50943260247583
45,LP0,2.1,200,0.13,101.67864397880382
45,LP1,2.1,200,0.13,101.67864397880382
45,SPARR,2.1,200,0.13,33.99748179462409
45,LP0,2.1,200,0.15000000000000002,101.67864397880382
45,LP1,2.1,200,0.15000000000000002,101.67864397880382
45,SPARR,2.1,200,0.15000000000000002,37.58857957206758
45,LP0,2.1,200,0.17,40.816111198011406
45,LP1,2.1,200,0.17,175.75434210129566
45,SPARR,2.1,200,0.17,41.829733613560826
45,LP0,2.1,200,0.19,4.909682446264019
45,LP1,2.1,200,0.19,385.88926055290034
45,SPARR,2.1,200,0.19,46.31802676043779
45,LP0,2.1,200,0.21000000000000002,18.51307429860334
45,LP1,2.1,200,0.21000000000000002,77.60345217244048
45,SPARR,2.1,200,0.21000000000000002,50.72531285595168
45,LP0,2.1,200,0.23,32.69386668548468
45,LP1,2.1,200,0.23,16.007799427762816
45,SPARR,2.1,200,0.23,54.801599991743025
45,LP0,2.1,200,0.25,31.168470099042043
45,LP1,2.1,200,0.25,10.037067087080683
45,SPARR,2.1,200,0.25,58.369701763409985
46,LP0,2.1,200,0.01,101.67864397880382
46,LP1,2.1,200,0.01,101.67864397880382
46,SPARR,2.1,200,0.01,348.77079808685676
46,LP0,2.1,200,0.03,101.67864397880382
46,LP1,2.1,200,0.03,101.67864397880382
46,SPARR,2.1,200,0.03,10.801628723739102
46,LP0,2.1,200,0.05,101.67864397880382
46,LP1,2.1,200,0.05,101.67864397880382
46,SPARR,2.1,200,0.05,4.088219622247499
46,LP0,2.1,200,0.06999999999999999,2110.738064304645
46,LP1,2.1,200,0.06999999999999999,18559.20223823321
46,SPARR,2.1,200,0.06999999999999999,14.736238770696584
46,LP0,2.1,200,0.09,254.0018495722022
46,LP1,2.1,200,0.09,658.4650215384012
46,SPARR,2.1,200,0.09,24.233330356996373
46,LP0,2.1,200,0.11,16.022878697191967
46,LP1,2.1,200,0.11,1816.1930385279122
46,SPARR,2.1,200,0.11,31.978651775845513
46,LP0,2.1,200,0.13,2.7091281743030873
46,LP1,2.1,200,0.13,1331.9634428902302
46,SPARR,2.1,200,0.13,38.22974703755849
46,LP0,2.1,200,0.15000000000000002,21.62426842872912
46,LP1,2.1,200,0.15000000000000002,752.9491304471716
46,SPARR,2.1,200,0.15000000000000002,43.48376456115563
46,LP0,2.1,200,0.17,7.257176417011376
46,LP1,2.1,200,0.17,67.57181762483816
46,SPARR,2.1,200,0.17,48.11820482242422
46,LP0,2.1,200,0.19,23.40993245217843
46,LP1,2.1,200,0.19,96.50708302380217
46,SPARR,2.1,200,0.19,52.30570777597154
46,LP0,2.1,200,0.21000000000000002,18.51307429860334
46,LP1,2.1,200,0.21000000000000002,65.76291443744863
46,SPARR,2.1,200,0.21000000000000002,56.07198966701771
46,LP0,2.1,200,0.23,32.69386668548468
46,LP1,2.1,200,0.23,66.96317046568248
46,SPARR,2.1,200,0.23,59.372752727554634
46,LP0,2.1,200,0.25,44.997940402253086
46,LP1,2.1,200,0.25,48.7925855899208
46,SPARR,2.1,200,0.25,62.1507806366093
47,LP0,2.1,200,0.01,101.67864397880382
47,LP1,2.1,200,0.01,101.67864397880382
47,SPARR,2.1,200,0.01,101.67864207080648
47,LP0,2.1,200,0.03,101.67864397880382
47,LP1,2.1,200,0.03,101.67864397880382
47,SPARR,2.1,200,0.03,72.91440641202036
47,LP0,2.1,200,0.05,101.67864397880382
47,LP1,2.1,200,0.05,101.67864397880382
47,SPARR,2.1,200,0.05,37.72796482470398
47,LP0,2.1,200,0.06999999999999999,101.67864397880382
47,LP1,2.1,200,0.06999999999999999,101.67864397880382
47,SPARR,2.1,200,0.06999999999999999,33.32504127626991
47,LP0,2.1,200,0.09,101.67864397880382
47,LP1,2.1,200,0.09,101.67864397880382
47,SPARR,2.1,200,0.09,38.41010246167781
47,LP0,2.1,200,0.11,101.67864397880382
47,LP1,2.1,200,0.11,101.67864397880382
47,SPARR,2.1,200,0.11,44.7265366798607
47,LP0,2.1,200,0.13,101.67864397880382
47,LP1,2.1,200,0.13,101.67864397880382
47,SPARR,2.1,200,0.13,50.56086575874945
47,LP0,2.1,200,0.15000000000000002,21.62426842872912
47,LP1,2.1,200,0.15000000000000002,263.8931713865396
47,SPARR,2.1,200,0.15000000000000002,55.92288555230609
47,LP0,2.1,200,0.17,40.816111198011406
47,LP1,2.1,200,0.17,50.72972498826553
47,SPARR,2.1,200,0.17,60.83382262254983
47,LP0,2.1,200,0.19,23.40993245217843
47,LP1,2.1,200,0.19,69.4730493674769
47,SPARR,2.1,200,0.19,65.19682791498657
47,LP0,2.1,200,0.21000000000000002,18.51307429860334
47,LP1,2.1,200,0.21000000000000002,78.48269822407443
47,SPARR,2.1,200,0.21000000000000002,68.90345115489662
47,LP0,2.1,200,0.23,32.69386668548468
47,LP1,2.1,200,0.23,14.612310539453695
47,SPARR,2.1,200,0.23,71.88105515185191
47,LP0,2.1,200,0.25,44.997940402253086
47,LP1,2.1,200,0.25,3.3822099103937147
47,SPARR,2.1,200,0.25,74.1054555234442
48,LP0,2.1,200,0.01,101.67864397880382
48,LP1,2.1,200,0.01,101.67864397880382
48,SPARR,2.1,200,0.01,101.67864397880382
48,LP0,2.1,200,0.03,101.67864397880382
48,LP1,2.1,200,0.03,101.67864397880382
48,SPARR,2.1,200,0.03,96.97205581518415
48,LP0,2.1,200,0.05,101.67864397880382
48,LP1,2.1,200,0.05,101.67864397880382
48,SPARR,2.1,200,0.05,50.31402469746467
48,LP0,2.1,200,0.06999999999999999,101.67864397880382
48,LP1,2.1,200,0.06999999999999999,101.67864397880382
48,SPARR,2.1,200,0.06999999999999999,19.693485298605157
48,LP0,2.1,200,0.09,101.67864397880382
48,LP1,2.1,200,0.09,101.67864397880382
48,SPARR,2.1,200,0.09,12.496049846254225
48,LP0,2.1,200,0.11,101.67864397880382
48,LP1,2.1,200,0.11,101.67864397880382
48,SPARR,2.1,200,0.11,12.21180563294945
48,LP0,2.1,200,0.13,101.67864397880382
48,LP1,2.1,200,0.13,101.67864397880382
48,SPARR,2.1,200,0.13,14.446215711442632
48,LP0,2.1,200,0.15000000000000002,101.67864397880382
48,LP1,2.1,200,0.15000000000000002,101.67864397880382
48,SPARR,2.1,200,0.15000000000000002,18.13618241443923
48,LP0,2.1,200,0.17,40.816111198011406
48,LP1,2.1,200,0.17,263.1502333462001
48,SPARR,2.1,200,0.17,22.79762749937548
48,LP0,2.1,200,0.19,4.909682446264019
48,LP1,2.1,200,0.19,887.3348483119098
48,SPARR,2.1,200,0.19,28.038897537160736
48,LP0,2.1,200,0.21000000000000002,0.20137516218753584
48,LP1,2.1,200,0.21000000000000002,803.6402477374975
48,SPARR,2.1,200,0.21000000000000002,33.50074489850101
48,LP0,2.1,200,0.23,1.8282481292674504
48,LP1,2.1,200,0.23,289.4058085956776
48,SPARR,2.1,200,0.23,38.86143375368677
48,LP0,2.1,200,0.25,4.872351856326545
48,LP1,2.1,200,0.25,64.04305127730446
48,SPARR,2.1,200,0.25,43.85213078535985
49,LP0,2.1,200,0.01,101.67864397880382
49,LP1,2.1,200,0.01,101.67864397880382
49,SPARR,2.1,200,0.01,1.935670080696508
49,LP0,2.1,200,0.03,101.67864397880382
49,LP1,2.1,200,0.03,101.67864397880382
49,SPARR,2.1,200,0.03,5.806326795033255
49,LP0,2.1,200,0.05,101.67864397880382
49,LP1,2.1,200,0.05,101.67864397880382
49,SPARR,2.1,200,0.05,0.6860517620889043
49,LP0,2.1,200,0.06999999999999999,101.67864397880382
49,LP1,2.1,200,0.06999999999999999,101.67864397880382
49,SPARR,2.1,200,0.06999999999999999,7.979387650350185
49,LP0,2.1,200,0.09,101.67864397880382
49,LP1,2.1,200,0.09,101.67864397880382
49,SPARR,2.1,200,0.09,18.256911306839044
49,LP0,2.1,200,0.11,16.022878697191967
49,LP1,2.1,200,0.11,871.0877428854001
49,SPARR,2.1,200,0.11,27.509201116572207
49,LP0,2.1,200,0.13,2.7091281743030873
49,LP1,2.1,200,0.13,2.9824527126800033
49,SPARR,2.1,200,0.13,35.56984887146424
49,LP0,2.1,200,0.15000000000000002,0.6134063039600944
49,LP1,2.1,200,0.15000000000000002,0.3372304167601356
49,SPARR,2.1,200,0.15000000000000002,42.83195337469194
49,LP0,2.1,200,0.17,1.0018396358037334
49,LP1,2.1,200,0.17,17.674442691247663
49,SPARR,2.1,200,0.17,49.37592088059587
49,LP0,2.1,200,0.19,4.909682446264019
49,LP1,2.1,200,0.19,32.818178075721654
49,SPARR,2.1,200,0.19,55.136316403165
49,LP0,2.1,200,0.21000000000000002,18.51307429860334
49,LP1,2.1,200,0.21000000000000002,75.25604555448909
49,SPARR,2.1,200,0.21000000000000002,60.044788236305706
49,LP0,2.1,200,0.23,32.69386668548468
49,LP1,2.1,200,0.23,72.30465098867032
49,SPARR,2.1,200,0.23,64.07032573083596
49,LP0,2.1,200,0.25,44.997940402253086
49,LP1,2.1,200,0.25,53.123376116174455
49,SPARR,2.1,200,0.25,67.22065940432766
50,LP0,2.1,200,0.01,101.67864397880382
50,LP1,2.1,200,0.01,101.67864397880382
50,SPARR,2.1,200,0.01,812.2546914676625
50,LP0,2.1,200,0.03,101.67864397880382
50,LP1,2.1,200,0.03,101.67864397880382
50,SPARR,2.1,200,0.03,11.312799072377155
50,LP0,2.1,200,0.05,101.67864397880382
50,LP1,2.1,200,0.05,101.67864397880382
50,SPARR,2.1,200,0.05,11.98310220824929
50,LP0,2.1,200,0.06999999999999999,2110.738064304645
50,LP1,2.1,200,0.06999999999999999,62266.785774677875
50,SPARR,2.1,200,0.06999999999999999,29.218344178857564
50,LP0,2.1,200,0.09,254.0018495722022
50,LP1,2.1,200,0.09,94.9813313500526
50,SPARR,2.1,200,0.09,35.51313728703946
50,LP0,2.1,200,0.11,16.022878697191967
50,LP1,2.1,200,0.11,878.6444284854252
50,SPARR,2.1,200,0.11,39.392765857272764
50,LP0,2.1,200,0.13,2.7091281743030873
50,LP1,2.1,200,0.13,878.5489811305667
50,SPARR,2.1,200,0.13,42.78821362799418
50,LP0,2.1,200,0.15000000000000002,21.62426842872912
50,LP1,2.1,200,0.15000000000000002,593.2272292322143
50,SPARR,2.1,200,0.15000000000000002,46.032292378536916
50,LP0,2.1,200,0.17,40.816111198011406
50,LP1,2.1,200,0.17,306.3032905989773
50,SPARR,2.1,200,0.17,49.264572643457335
50,LP0,2.1,200,0.19,55.66625296302504
50,LP1,2.1,200,0.19,135.18264385666345
50,SPARR,2.1,200,0.19,52.51440101671117
50,LP0,2.1,200,0.21000000000000002,66.53038462199343
50,LP1,2.1,200,0.21000000000000002,56.658133303973244
50,SPARR,2.1,200,0.21000000000000002,55.7107215704756
50,LP0,2.1,200,0.23,32.69386668548468
50,LP1,2.1,200,0.23,1.3858046032490452
50,SPARR,2.1,200,0.23,58.72753321894927
50,LP0,2.1,200,0.25,31.168470099042043
50,LP1,2.1,200,0.25,5.132159203821224
50,SPARR,2.1,200,0.25,61.43434968633079
1,LP0,1,500,0.01,740.5026647652752
1,LP1,1,500,0.01,3829.1673660170213
1,SPARR,1,500,0.01,99.65294824968602
1,LP0,1,500,0.03,5.842721671340673
1,LP1,1,500,0.03,742.0860470326149
1,SPARR,1,500,0.03,0.2547929035607354
1,LP0,1,500,0.05,0.05621253400685725
1,LP1,1,500,0.05,41.89798599505297
1,SPARR,1,500,0.05,2.120735492636103
1,LP0,1,500,0.06999999999999999,1.32302227379742
1,LP1,1,500,0.06999999999999999,28.43924134844765
1,SPARR,1,500,0.06999999999999999,3.29434816252097
1,LP0,1,500,0.09,0.3678147860558089
1,LP1,1,500,0.09,0.09479587923431064
1,SPARR,1,500,0.09,4.585959599191959
1,LP0,1,500,0.11,4.099431806043147
1,LP1,1,500,0.11,5.439590262209848
1,SPARR,1,500,0.11,5.859438133317954
1,LP0,1,500,0.13,2.239908183707383
1,LP1,1,500,0.13,0.04749518253191512
1,SPARR,1,500,0.13,6.977397803998041
1,LP0,1,500,0.15000000000000002,6.705241860667858
1,LP1,1,500,0.15000000000000002,2.8135638314253337
1,SPARR,1,500,0.15000000000000002,7.988525666887425
1,LP0,1,500,0.17,6.972874228227141
1,LP1,1,500,0.17,0.2900709159134211
1,SPARR,1,500,0.17,8.964589145218987
1,LP0,1,500,0.19,7.531814759642291
1,LP1,1,500,0.19,0.0033808922172047316
1,SPARR,1,500,0.19,9.947714849340914
1,LP0,1,500,0.21000000000000002,9.291814901684658
1,LP1,1,500,0.21000000000000002,0.005255746824877331
1,SPARR,1,500,0.21000000000000002,10.950146287161514
1,LP0,1,500,0.23,11.379680000455236
1,LP1,1,500,0.23,0.012738319830908769
1,SPARR,1,500,0.23,11.96202175025056
1,LP0,1,500,0.25,9.798785202344277
1,LP1,1,500,0.25,1.597075691651138
1,SPARR,1,500,0.25,12.959824999682299
2,LP0,1,500,0.01,740.5026647652752
2,LP1,1,500,0.01,587.9360188059661
2,SPARR,1,500,0.01,4.064877690906948
2,LP0,1,500,0.03,3.046093533983478
2,LP1,1,500,0.03,250.61490266793666
2,SPARR,1,500,0.03,4.537151039694622
2,LP0,1,500,0.05,8.039188945743453
2,LP1,1,500,0.05,0.07295052365187527
2,SPARR,1,500,0.05,4.114323903931156
2,LP0,1,500,0.06999999999999999,1.32302227379742
2,LP1,1,500,0.06999999999999999,4.33772195612094
2,SPARR,1,500,0.06999999999999999,4.405256120098699
2,LP0,1,500,0.09,6.42229848956906
2,LP1,1,500,0.09,0.010459299864399923
2,SPARR,1,500,0.09,4.887032756377177
2,LP0,1,500,0.11,5.51449078630441
2,LP1,1,500,0.11,0.8596352111234736
2,SPARR,1,500,0.11,5.494853082597786
2,LP0,1,500,0.13,3.8453801890107653
2,LP1,1,500,0.13,4.516756098041499
2,SPARR,1,500,0.13,6.225416561768036
2,LP0,1,500,0.15000000000000002,5.018270288607515
2,LP1,1,500,0.15000000000000002,2.6488658476735356
2,SPARR,1,500,0.15000000000000002,7.053974186412579
2,LP0,1,500,0.17,6.272461106496978
2,LP1,1,500,0.17,1.7289757515244915
2,SPARR,1,500,0.17,7.9636408224707145
2,LP0,1,500,0.19,7.531814759642291
2,LP1,1,500,0.19,1.6410691600997416
2,SPARR,1,500,0.19,8.94281688464649
2,LP0,1,500,0.21000000000000002,7.240435609550036
2,LP1,1,500,0.21000000000000002,3.420435985327773
2,SPARR,1,500,0.21000000000000002,9.97546947594561
2,LP0,1,500,0.23,7.711991207279821
2,LP1,1,500,0.23,3.4411283855210915
2,SPARR,1,500,0.23,11.037559961422955
2,LP0,1,500,0.25,8.64905319585573
2,LP1,1,500,0.25,2.5935635410511053
2,SPARR,1,500,0.25,12.09860766737517
3,LP0,1,500,0.01,34.90191809561218
3,LP1,1,500,0.01,34.90191809561218
3,SPARR,1,500,0.01,34.194534512574585
3,LP0,1,500,0.03,34.90191809561218
3,LP1,1,500,0.03,34.90191809561218
3,SPARR,1,500,0.03,16.39781814135237
3,LP0,1,500,0.05,19.110584428411297
3,LP1,1,500,0.05,19.502414906447335
3,SPARR,1,500,0.05,10.548503869839484
3,LP0,1,500,0.06999999999999999,12.453881889723636
3,LP1,1,500,0.06999999999999999,33.496555767383356
3,SPARR,1,500,0.06999999999999999,7.6939101913234875
3,LP0,1,500,0.09,9.097235852128865
3,LP1,1,500,0.09,34.49748976624061
3,SPARR,1,500,0.09,6.9590637778146345
3,LP0,1,500,0.11,7.138970653329824
3,LP1,1,500,0.11,25.391239105436036
3,SPARR,1,500,0.11,7.116695100317252
3,LP0,1,500,0.13,4.809819218240069
3,LP1,1,500,0.13,24.437233906750432
3,SPARR,1,500,0.13,7.645229497167025
3,LP0,1,500,0.15000000000000002,4.2662916176177275
3,LP1,1,500,0.15000000000000002,18.314255855468147
3,SPARR,1,500,0.15000000000000002,8.39144579882727
3,LP0,1,500,0.17,4.393604320223704
3,LP1,1,500,0.17,12.392098488666454
3,SPARR,1,500,0.17,9.297049211912396
3,LP0,1,500,0.19,5.327272011767679
3,LP1,1,500,0.19,6.552654842064751
3,SPARR,1,500,0.19,10.318623254988472
3,LP0,1,500,0.21000000000000002,7.729324524102308
3,LP1,1,500,0.21000000000000002,2.1246868381418875
3,SPARR,1,500,0.21000000000000002,11.41255352170722
3,LP0,1,500,0.23,8.562236424698366
3,LP1,1,500,0.23,1.962517829077113
3,SPARR,1,500,0.23,12.533852916383832
3,LP0,1,500,0.25,9.407571764206471
3,LP1,1,500,0.25,1.8020849923050408
3,SPARR,1,500,0.25,13.638079051037662
4,LP0,1,500,0.01,34.90191809561218
4,LP1,1,500,0.01,34.90191809561218
4,SPARR,1,500,0.01,8.172644396396029
4,LP0,1,500,0.03,5.842721671340673
4,LP1,1,500,0.03,84.79324674367342
4,SPARR,1,500,0.03,0.03730365727983322
4,LP0,1,500,0.05,0.05621253400685725
4,LP1,1,500,0.05,63.65524492905958
4,SPARR,1,500,0.05,1.9677892938483714
4,LP0,1,500,0.06999999999999999,1.32302227379742
4,LP1,1,500,0.06999999999999999,14.702640383522176
4,SPARR,1,500,0.06999999999999999,3.8710779186889224
4,LP0,1,500,0.09,2.466003488467245
4,LP1,1,500,0.09,4.063814611718789
4,SPARR,1,500,0.09,5.0383372715599
4,LP0,1,500,0.11,5.51449078630441
4,LP1,1,500,0.11,2.606152994262879
4,SPARR,1,500,0.11,6.017025423288656
